TIMESTAMP,Obs_3hr,rated_3hr,nowcast_3hr,dayahead_3hr
24-May-2017 09:00:00,8.68583333333333,844.2,30.95,34.4591666666667
24-May-2017 12:00:00,4.24333333333333,844.2,20.2975,17.4666666666667
24-May-2017 15:00:00,29.8275,844.2,25.4925,11.23
24-May-2017 18:00:00,26.7533333333333,844.2,28.2091666666667,9.92333333333333
24-May-2017 21:00:00,0.025,844.2,8.18333333333333,8.02583333333333
25-May-2017 00:00:00,0,844.2,4.87666666666667,6.2725
25-May-2017 03:00:00,0.344166666666667,844.2,10.3041666666667,9.8125
25-May-2017 06:00:00,5.08416666666667,844.2,21.2458333333333,13.1858333333333
25-May-2017 09:00:00,4.38083333333333,844.2,33.4891666666667,31.5966666666667
25-May-2017 12:00:00,52.1725,844.2,67.6216666666667,69.9258333333333
25-May-2017 15:00:00,159.375,844.2,199.236666666667,144.585833333333
25-May-2017 18:00:00,250.570833333333,844.2,305.5175,314.020833333333
25-May-2017 21:00:00,360.990833333333,844.2,333.458333333333,344.666666666667
26-May-2017 00:00:00,406.785,844.2,276.783333333333,296.028333333333
26-May-2017 03:00:00,360.843333333333,844.2,306.080833333333,284.980833333333
26-May-2017 06:00:00,221.124166666667,844.2,224.868333333333,204.803333333333
26-May-2017 09:00:00,152.215833333333,844.2,127.343333333333,134.1925
26-May-2017 12:00:00,194.3025,844.2,185.99,256.876666666667
26-May-2017 15:00:00,231.9125,844.2,259.645833333333,426.730833333333
26-May-2017 18:00:00,328.220833333333,844.2,410.145833333333,560.3575
26-May-2017 21:00:00,656.341666666667,844.2,606.570833333333,644.399166666667
27-May-2017 00:00:00,537.343333333333,844.2,527.564166666667,542.874166666667
27-May-2017 03:00:00,404.105,844.2,422.198333333333,417.665833333333
27-May-2017 06:00:00,297.7175,844.2,314.535833333333,282.4
27-May-2017 09:00:00,176.6325,844.2,164.653333333333,164.5925
27-May-2017 12:00:00,459.404166666667,844.2,509.7275,134.565833333333
27-May-2017 15:00:00,634.6875,844.2,698.159166666667,349.026666666667
27-May-2017 18:00:00,341.8875,844.2,467.8775,416.599166666667
27-May-2017 21:00:00,144.199166666667,844.2,339.9775,342.1975
28-May-2017 00:00:00,121.310833333333,844.2,180.505,191.358333333333
28-May-2017 03:00:00,22.0583333333333,844.2,38.3816666666667,68.9975
28-May-2017 06:00:00,4.0775,844.2,8.87,18.74
28-May-2017 09:00:00,3.03166666666667,844.2,3.32083333333333,7.00083333333333
28-May-2017 12:00:00,2.58916666666667,844.2,4.17666666666667,6.78083333333333
28-May-2017 15:00:00,13.5058333333333,844.2,34.26,44.0908333333333
28-May-2017 18:00:00,115.276666666667,844.2,206.031666666667,260.248333333333
28-May-2017 21:00:00,399.399166666667,844.2,450.6225,459.5625
29-May-2017 00:00:00,381.770833333333,844.2,446.8225,446.8225
29-May-2017 03:00:00,495.824166666667,844.2,467.085,357.651666666667
29-May-2017 06:00:00,325.7725,844.2,281.229166666667,201.069166666667
29-May-2017 09:00:00,6.33083333333333,844.2,44.9483333333333,307.470833333333
29-May-2017 12:00:00,7.98,844.2,68.4283333333333,387.773333333333
29-May-2017 15:00:00,4.63166666666667,844.2,30.48,435.470833333333
29-May-2017 18:00:00,64.4616666666667,844.2,100.368333333333,425.934166666667
29-May-2017 21:00:00,233.936666666667,844.2,262.37,286.023333333333
30-May-2017 00:00:00,163.475,844.2,295.85,340.614166666667
30-May-2017 03:00:00,295.091666666667,844.2,342.433333333333,460.335
